national_inv,lead_time,sales_1_month,pieces_past_due,perf_6_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop
66,8.0,8,0,0.94,0,No,No,No,Yes,No
3,12.0,0,0,0.63,0,No,No,No,Yes,No
95,8.0,1,0,0.99,0,No,No,No,Yes,No
14,2.0,7,0,0.96,0,No,No,No,Yes,No
68,8.0,56,0,0.33,0,No,No,No,Yes,No
1,8.0,0,0,0.9,0,No,No,No,Yes,No
678,2.0,0,0,0.97,0,No,No,No,Yes,No
29,8.0,0,0,0.76,0,Yes,No,No,Yes,No
27,5.0,7,0,0.73,0,No,No,No,Yes,No
10,8.0,2,0,0.91,0,Yes,No,No,No,No
235,8.0,174,0,0.98,0,No,No,No,Yes,No
13,2.0,0,0,0.99,0,No,No,No,Yes,No
1,8.0,0,0,0.8,0,No,No,Yes,Yes,No
142,15.0,9,0,1.0,0,No,No,No,Yes,No
265,2.0,0,0,1.0,0,No,No,No,Yes,No
14,2.0,0,0,1.0,0,No,No,No,Yes,No
10,8.0,0,0,0.82,0,No,No,No,Yes,No
33,2.0,12,0,0.99,0,No,No,No,Yes,No
0,,0,0,-99.0,0,Yes,No,No,Yes,No
200,2.0,0,0,0.66,0,No,No,No,Yes,No
3853,12.0,112,0,-99.0,0,No,No,No,No,No
3,8.0,0,0,0.87,0,No,No,No,Yes,No
4,8.0,0,0,0.96,0,No,No,No,Yes,No
3,2.0,0,0,0.68,0,No,No,No,Yes,No
11,8.0,0,0,0.99,0,No,No,No,Yes,No
11,2.0,0,0,0.66,0,Yes,No,No,Yes,No
1,8.0,0,0,0.73,0,No,No,No,Yes,No
177,2.0,26,0,0.97,0,No,No,No,Yes,No
893,4.0,71,0,0.73,0,No,No,No,Yes,No
0,16.0,0,0,0.38,0,No,No,Yes,Yes,No
5,8.0,9,0,0.66,0,No,No,No,Yes,No
8,12.0,0,0,0.77,0,No,No,No,Yes,No
320,2.0,116,0,0.96,0,No,No,No,Yes,No
9,2.0,0,0,0.75,0,No,No,No,Yes,No
1,4.0,0,0,0.77,0,No,No,No,Yes,No
34,8.0,3,0,0.97,0,No,No,Yes,Yes,No
3,2.0,0,0,0.0,0,Yes,No,No,Yes,No
22,8.0,0,0,0.97,0,No,No,No,Yes,No
1,9.0,0,0,0.68,0,No,No,No,Yes,No
9,4.0,2,0,0.79,0,No,No,No,Yes,No
19,52.0,0,0,0.0,0,Yes,No,No,Yes,No
0,9.0,1,0,0.69,0,No,No,No,Yes,No
11,2.0,0,0,0.73,0,Yes,No,No,Yes,No
687,8.0,0,0,0.94,0,No,No,No,Yes,No
15,4.0,0,0,0.22,0,Yes,No,No,Yes,No
0,12.0,1,0,0.73,0,No,No,No,Yes,No
3,12.0,0,0,0.63,0,No,No,Yes,Yes,No
13,12.0,0,0,0.58,0,Yes,No,No,Yes,No
26,,1,0,-99.0,0,Yes,No,No,Yes,No
46,13.0,0,0,0.61,0,No,No,No,Yes,No
266,8.0,59,0,0.95,0,No,No,No,Yes,No
39,9.0,0,0,1.0,0,No,No,No,Yes,No
19,9.0,0,0,0.91,0,Yes,No,No,Yes,No
3,8.0,0,0,0.0,0,No,No,No,Yes,No
99,12.0,0,0,0.77,0,Yes,No,No,Yes,No
4475,52.0,10,0,0.59,0,Yes,No,No,No,No
89,8.0,27,0,0.77,0,No,No,No,Yes,No
385,12.0,21,0,0.96,0,No,No,No,Yes,No
6,8.0,0,0,0.56,0,No,No,No,Yes,No
365,13.0,85,0,0.97,0,No,No,No,Yes,No
15,8.0,2,0,1.0,0,No,No,No,Yes,No
12,2.0,0,0,0.92,0,Yes,No,No,Yes,No
57,6.0,2,0,0.78,0,No,No,No,Yes,No
0,9.0,0,0,0.67,0,No,No,Yes,Yes,No
0,12.0,0,0,0.95,0,No,No,Yes,Yes,No
12,8.0,0,0,0.99,0,No,No,No,Yes,No
2,9.0,0,0,0.7,0,No,No,No,Yes,No
3,9.0,0,0,0.7,0,No,No,No,Yes,No
7,9.0,0,0,0.7,0,No,No,No,Yes,No
12,2.0,0,0,0.91,0,No,No,Yes,Yes,No
0,8.0,0,0,1.0,0,No,No,No,Yes,No
83,4.0,0,0,0.56,0,Yes,No,No,Yes,No
723,8.0,65,0,0.97,0,No,No,No,Yes,No
74,12.0,0,0,0.65,0,No,No,No,Yes,No
18,8.0,0,0,0.25,0,No,No,No,Yes,No
7,8.0,0,0,0.6,0,No,No,Yes,Yes,No
6,3.0,0,0,0.89,0,No,No,No,Yes,No
61,2.0,0,0,1.0,0,No,No,No,Yes,No
38,9.0,1,0,0.91,0,No,No,No,Yes,No
6,8.0,0,0,0.96,0,No,No,No,Yes,No
369,8.0,0,0,0.89,0,No,No,No,Yes,No
61,2.0,25,10,0.98,0,No,No,No,Yes,No
6,4.0,6,0,0.07,0,No,No,No,Yes,No
7,9.0,0,0,0.94,0,No,No,No,Yes,No
15,2.0,1,0,0.95,0,No,No,No,Yes,No
8985,8.0,205,0,0.0,0,No,No,No,Yes,No
4,12.0,0,0,0.57,0,No,No,No,Yes,No
3,2.0,0,0,1.0,0,Yes,No,No,Yes,No
2,12.0,0,0,0.63,0,No,No,No,Yes,No
146,8.0,28,0,0.77,0,No,No,No,Yes,No
15,12.0,0,0,0.58,0,Yes,No,No,Yes,No
32,2.0,3,0,1.0,0,No,No,No,Yes,No
0,2.0,0,0,0.38,0,Yes,No,No,Yes,No
2,9.0,0,0,0.69,0,No,No,Yes,Yes,No
219,8.0,0,0,0.91,0,No,No,No,Yes,No
25,8.0,0,0,0.75,0,No,No,No,Yes,No
62,12.0,0,0,0.93,0,No,No,Yes,Yes,No
9,8.0,0,0,0.98,0,No,No,No,Yes,No
451,8.0,268,0,0.91,0,No,No,No,Yes,No
7,4.0,0,0,0.73,0,Yes,No,No,Yes,No
1089,8.0,0,0,0.94,0,No,No,No,Yes,No
10,12.0,0,0,0.63,0,Yes,No,No,Yes,No
11,12.0,0,0,0.58,0,Yes,No,No,Yes,No
2,9.0,0,0,0.7,0,No,No,No,Yes,No
0,9.0,0,0,0.68,0,No,No,No,Yes,No
3,8.0,0,0,0.79,0,No,No,No,Yes,No
1819,,0,0,-99.0,0,No,No,Yes,No,No
-81,,332,0,-99.0,151,No,No,Yes,No,No
11,2.0,3,0,0.95,0,No,No,No,Yes,No
8,4.0,3,0,0.73,0,Yes,No,No,Yes,No
10,8.0,2,0,0.97,0,No,No,No,Yes,No
143,2.0,3,0,0.99,0,No,No,No,Yes,No
17,10.0,0,0,0.89,0,No,No,No,Yes,No
483,8.0,56,0,0.94,0,No,No,Yes,Yes,No
6,9.0,0,0,1.0,0,No,No,No,Yes,No
7,2.0,0,0,0.97,0,Yes,No,No,Yes,No
0,8.0,0,0,0.91,0,No,No,No,Yes,No
2,2.0,0,0,0.99,0,No,No,No,Yes,No
8,8.0,0,0,0.99,0,No,No,Yes,Yes,No
1,8.0,0,0,0.99,0,Yes,No,No,Yes,No
12538,8.0,2852,0,0.76,0,No,No,No,Yes,No
300,8.0,154,0,0.89,0,No,No,No,Yes,No
22,8.0,1,0,0.97,0,No,No,No,Yes,No
6,8.0,0,0,0.82,0,No,No,No,Yes,No
8,2.0,8,0,0.91,0,Yes,No,No,Yes,No
0,8.0,0,0,0.88,0,No,No,No,Yes,No
357,8.0,2,0,1.0,0,No,No,No,Yes,No
11,2.0,18,0,0.99,0,No,No,Yes,Yes,No
3,8.0,0,0,0.86,0,No,No,No,Yes,No
134,4.0,0,0,0.73,0,No,No,No,Yes,No
299,10.0,0,0,0.89,0,No,No,No,Yes,No
81,52.0,0,0,0.97,0,Yes,No,No,No,No
0,8.0,2,0,0.88,0,No,No,No,Yes,No
0,9.0,9,0,0.85,0,Yes,No,No,Yes,No
0,2.0,0,0,0.42,0,Yes,No,No,Yes,No
8,8.0,5,0,0.8,0,No,No,No,Yes,No
15,8.0,0,0,0.94,0,No,No,No,Yes,No
4,12.0,9,0,0.78,0,No,No,Yes,Yes,No
49,8.0,4,0,0.99,0,No,No,No,Yes,No
11,8.0,1,0,0.98,0,No,No,No,Yes,No
4,4.0,0,0,0.7,0,Yes,No,No,Yes,No
64,2.0,1,0,0.9,0,Yes,No,No,Yes,No
57,9.0,0,0,0.95,0,Yes,No,No,Yes,No
4,8.0,0,0,0.51,0,Yes,No,No,Yes,No
2,12.0,0,0,0.82,0,No,No,No,Yes,No
4,2.0,4,0,0.98,0,No,No,No,Yes,No
241,10.0,44,0,0.98,0,No,No,No,Yes,No
389,13.0,1,0,1.0,0,No,No,Yes,Yes,No
96,8.0,193,0,1.0,0,No,No,No,Yes,No
6,12.0,0,0,0.57,0,No,No,No,Yes,No
17,2.0,0,0,0.93,0,Yes,No,No,Yes,No
23,,0,0,-99.0,0,Yes,No,No,Yes,No
25,,0,0,-99.0,0,Yes,No,No,No,No
4625,52.0,2,0,0.94,0,Yes,No,No,No,No
237,4.0,1,0,0.77,0,No,No,No,Yes,No
7,8.0,0,0,0.97,0,No,No,No,Yes,No
0,,0,0,-99.0,0,No,No,No,Yes,No
4685,52.0,0,0,0.95,0,Yes,No,No,No,No
1,12.0,0,1,0.63,0,No,No,No,Yes,No
0,4.0,0,0,0.73,0,Yes,No,Yes,Yes,No
16,12.0,2,0,0.99,0,No,No,No,Yes,No
10,8.0,0,0,0.46,0,No,No,No,Yes,No
2,9.0,0,0,0.99,0,Yes,No,No,No,No
1,9.0,0,0,0.91,0,Yes,No,Yes,Yes,No
0,4.0,0,0,0.89,0,No,No,Yes,Yes,No
177,9.0,72,0,0.91,0,No,No,No,Yes,No
0,8.0,0,0,0.98,0,No,No,No,Yes,No
1140,2.0,0,0,-99.0,0,No,No,No,Yes,No
16,2.0,16,0,0.92,1,No,No,No,Yes,No
2,8.0,2,0,1.0,0,No,No,No,Yes,No
6,8.0,0,0,0.99,0,No,No,No,Yes,No
18,,0,0,-99.0,0,Yes,No,Yes,No,No
63,9.0,6,0,0.99,0,No,No,No,Yes,No
9,8.0,3,0,0.66,0,No,No,No,Yes,No
20,3.0,24,0,0.52,0,No,No,No,Yes,No
-4,2.0,32,0,0.4,4,No,No,No,Yes,No
1,12.0,0,0,0.74,0,No,No,No,Yes,No
5,2.0,0,0,0.91,0,Yes,No,No,Yes,No
7,8.0,0,0,0.99,0,No,No,No,Yes,No
2,12.0,0,0,0.63,0,No,No,No,Yes,No
60,8.0,2,0,0.95,0,No,No,No,Yes,No
2,9.0,1,0,0.69,0,No,No,No,Yes,No
93,,7,0,-99.0,7,No,No,No,No,No
523,8.0,18,0,0.95,0,No,No,No,Yes,No
73,8.0,0,0,1.0,0,No,No,Yes,Yes,No
0,2.0,0,0,0.53,0,Yes,No,Yes,Yes,No
1,8.0,0,0,0.97,0,No,No,No,Yes,No
26,8.0,0,0,1.0,0,No,No,No,Yes,No
842,12.0,218,0,0.93,0,No,No,Yes,Yes,No
79,8.0,0,0,0.84,0,Yes,No,No,Yes,No
8,8.0,1,0,0.95,0,No,No,No,Yes,No
546,52.0,0,0,-99.0,0,Yes,No,No,No,No
11,2.0,2,0,0.66,0,No,No,No,Yes,No
329,2.0,103,0,1.0,0,No,No,No,Yes,No
0,8.0,11,0,0.99,0,No,No,Yes,Yes,No
3,2.0,0,0,0.99,0,No,No,No,Yes,No
14,8.0,0,0,0.82,0,No,No,No,Yes,No
71,12.0,3,0,0.88,0,No,No,No,Yes,No
160,8.0,77,0,0.98,0,No,No,No,Yes,No
-2,3.0,156,54,0.41,4,No,No,Yes,Yes,No
23,8.0,4,0,0.66,0,No,No,No,Yes,No
0,2.0,0,0,0.9,0,No,No,Yes,Yes,No
7,2.0,1,0,1.0,0,No,No,No,Yes,No
7618,8.0,0,0,0.99,0,No,No,No,Yes,No
14,12.0,0,0,0.48,0,Yes,No,No,Yes,No
131,8.0,16,0,0.74,0,No,No,No,Yes,No
901,4.0,612,0,0.97,1,No,No,No,Yes,No
16,9.0,2,0,0.91,0,No,No,No,Yes,No
6,2.0,3,0,0.97,0,No,No,No,Yes,No
10,12.0,0,0,0.58,0,Yes,No,No,Yes,No
0,12.0,0,0,0.73,0,Yes,No,No,Yes,No
3,2.0,0,0,0.84,0,Yes,No,No,Yes,No
72,0.0,1,0,0.0,0,No,No,No,No,No
4,2.0,0,0,0.82,0,No,No,No,Yes,No
95,,7,0,-99.0,0,No,No,No,No,No
-2,8.0,4,0,0.37,2,No,No,No,Yes,No
9,12.0,0,0,0.78,0,No,No,No,Yes,No
35,9.0,0,0,0.85,0,No,No,No,Yes,No
3,9.0,0,0,0.99,0,No,No,No,Yes,No
122,,2,0,-99.0,0,Yes,No,Yes,Yes,No
974,12.0,7,0,0.97,0,No,No,No,Yes,No
60,8.0,4,0,0.96,0,No,No,No,Yes,No
2,2.0,0,0,0.8,0,No,No,Yes,Yes,No
1059,8.0,188,0,0.98,0,No,No,No,Yes,No
12,2.0,0,0,0.74,0,Yes,No,No,Yes,No
232,12.0,79,0,0.9,0,No,No,No,Yes,No
19,2.0,1,0,0.95,0,No,No,No,Yes,No
64,4.0,0,0,0.97,0,No,No,No,Yes,No
11,2.0,5,0,0.94,0,No,No,No,Yes,No
2,9.0,2,0,1.0,0,No,No,No,Yes,No
0,12.0,0,0,0.94,0,No,No,No,Yes,No
0,2.0,0,0,0.82,0,Yes,No,Yes,Yes,No
2285,2.0,6,0,0.97,0,No,No,No,Yes,No
3,8.0,0,0,0.48,0,No,No,No,Yes,No
12,52.0,0,0,0.91,0,Yes,No,No,No,No
9,3.0,0,0,0.93,0,No,No,No,Yes,No
36,8.0,3,0,0.99,0,No,No,No,Yes,No
19,8.0,2,0,0.97,0,No,No,No,Yes,No
4,2.0,0,0,0.54,0,Yes,No,No,Yes,No
3,12.0,2,0,0.78,0,No,No,No,Yes,No
23,8.0,0,0,0.8,0,No,No,No,Yes,No
22,8.0,0,0,1.0,0,No,No,No,Yes,No
2,2.0,5,0,1.0,0,No,No,No,Yes,No
2,9.0,0,0,0.99,0,No,No,No,Yes,No
392,2.0,144,0,0.99,0,Yes,No,No,Yes,No
46,8.0,9,0,0.97,0,No,No,Yes,Yes,No
-196,8.0,738,0,0.0,235,No,No,No,Yes,No
46,0.0,1,0,0.0,0,No,No,No,No,No
3,2.0,2,0,0.97,0,No,No,No,Yes,No
9,2.0,1,0,0.15,0,No,No,No,Yes,No
0,2.0,0,0,0.8,0,Yes,No,Yes,Yes,No
21,2.0,1,0,0.97,0,No,No,Yes,Yes,No
12,8.0,3,0,0.92,0,No,No,No,Yes,No
57,8.0,0,0,0.9,0,No,No,No,Yes,No
318,8.0,146,0,0.99,0,No,No,Yes,Yes,No
2,2.0,1,0,1.0,0,No,No,No,Yes,No
679,52.0,8,0,0.91,0,Yes,No,No,No,No
39,12.0,0,0,0.71,0,Yes,No,No,No,No
1183,8.0,503,0,0.99,0,No,No,Yes,Yes,No
16,52.0,1,0,0.98,0,Yes,No,No,Yes,No
24,2.0,0,0,0.95,0,No,No,No,Yes,No
8,2.0,11,0,0.24,0,Yes,No,Yes,Yes,No
6,12.0,0,0,0.77,0,Yes,No,No,Yes,No
605,8.0,0,0,0.51,0,No,No,No,Yes,No
153,8.0,7,0,0.99,0,No,No,No,Yes,No
20,12.0,0,0,0.63,0,Yes,No,No,Yes,No
10,9.0,0,0,0.99,0,No,No,No,Yes,No
130,9.0,26,0,0.86,0,No,No,No,Yes,No
2,8.0,0,0,0.8,0,No,No,No,Yes,No
8,8.0,0,0,0.82,0,No,No,No,Yes,No
81,8.0,12,0,1.0,0,No,No,No,Yes,No
3,12.0,0,0,0.69,0,No,No,Yes,Yes,No
27,9.0,5,0,0.86,0,No,No,No,Yes,No
55,8.0,61,0,0.98,0,No,No,No,Yes,No
88,8.0,27,0,0.83,0,No,No,No,Yes,No
8,8.0,0,0,0.78,0,No,No,No,Yes,No
12,9.0,2,0,0.99,0,No,No,No,Yes,No
4,9.0,1,0,1.0,0,No,No,No,Yes,No
13,2.0,8,0,0.76,0,No,No,No,Yes,No
1582,2.0,9,0,0.0,0,No,No,No,Yes,No
3,8.0,0,0,0.99,0,No,No,Yes,Yes,No
8,9.0,0,0,0.85,0,No,No,No,Yes,No
7,8.0,0,0,0.95,0,No,No,No,Yes,No
4,2.0,5,0,0.67,0,Yes,No,No,Yes,No
6,8.0,0,0,-99.0,0,No,No,No,Yes,No
14,8.0,1,0,0.95,0,No,No,No,Yes,No
2,,0,0,-99.0,0,No,No,No,No,No
702,2.0,167,0,0.83,0,No,No,No,Yes,No
275,10.0,11,0,0.99,0,No,No,No,Yes,No
12,2.0,0,0,0.99,0,No,No,No,Yes,No
0,8.0,0,1,0.84,0,No,No,Yes,Yes,No
3,12.0,0,0,0.57,0,No,No,No,Yes,No
3,2.0,3,0,0.98,0,No,No,No,Yes,No
20,10.0,1,0,0.89,0,No,No,No,Yes,No
31,8.0,1,0,0.86,0,No,No,No,Yes,No
3,4.0,0,0,0.73,0,No,No,No,Yes,No
5,9.0,2,0,0.68,0,No,No,No,Yes,No
0,8.0,3,0,0.37,3,No,No,No,Yes,No
241,8.0,0,0,-99.0,0,Yes,No,No,Yes,No
331,2.0,87,0,0.22,0,No,No,No,Yes,No
23,2.0,8,0,0.94,0,No,No,Yes,Yes,No
1,9.0,30,0,0.86,0,No,No,No,Yes,No
848,2.0,147,0,0.99,0,No,No,Yes,Yes,No
77,,0,0,-99.0,0,Yes,No,No,Yes,No
2531,8.0,16,0,0.87,0,No,No,No,Yes,No
3,9.0,0,0,0.68,0,No,No,No,Yes,No
1793,8.0,0,0,1.0,0,Yes,No,No,Yes,No
14,2.0,0,0,0.49,0,No,No,Yes,Yes,No
66,8.0,0,0,0.61,0,No,No,No,Yes,No
5,8.0,0,0,1.0,0,No,No,No,Yes,No
5,9.0,0,0,0.87,0,No,No,No,Yes,No
2,8.0,0,0,0.95,0,No,No,No,Yes,No
4,9.0,0,0,0.87,0,No,No,No,Yes,No
0,5.0,0,0,0.64,0,Yes,No,No,Yes,No
1161,2.0,3,0,1.0,0,No,No,Yes,Yes,No
12,12.0,2,0,0.78,0,No,No,No,Yes,No
-1,3.0,0,1,0.75,1,No,No,No,Yes,No
2,4.0,0,0,0.73,0,No,No,No,Yes,No
6,15.0,6,0,0.93,0,No,No,No,Yes,No
66,2.0,0,0,0.0,0,Yes,No,No,Yes,No
125,2.0,10,0,0.87,0,No,No,No,Yes,No
15,14.0,0,0,0.99,0,No,No,No,Yes,No
225,2.0,175,24,0.86,0,No,No,No,Yes,No
3,2.0,1,0,0.99,0,Yes,No,No,No,No
6,4.0,0,0,0.73,0,No,No,No,Yes,No
11,,9,0,-99.0,0,No,No,No,No,No
2,9.0,0,0,0.7,0,No,No,No,Yes,No
6,8.0,1,0,0.84,0,No,No,No,Yes,No
18,8.0,0,0,0.7,0,No,No,No,Yes,No
9,8.0,0,0,0.83,0,Yes,No,No,Yes,No
92,8.0,32,0,0.96,0,No,No,No,Yes,No
11,2.0,0,0,0.32,0,No,No,No,Yes,No
6,8.0,0,0,0.99,0,No,No,No,Yes,No
267,,7,0,-99.0,0,No,No,No,No,No
3,12.0,0,0,0.82,0,Yes,No,No,Yes,No
3,8.0,0,0,0.0,0,No,No,No,Yes,No
29,0.0,49,0,0.0,0,No,No,Yes,No,No
13,12.0,0,0,0.78,0,No,No,No,Yes,No
2,9.0,0,0,0.69,0,No,No,No,Yes,No
62,8.0,17,0,0.99,0,No,No,No,Yes,No
13,12.0,0,0,0.48,0,Yes,No,No,Yes,No
16,8.0,0,0,1.0,0,No,No,No,Yes,No
11,8.0,0,0,0.81,0,No,No,No,Yes,No
20,52.0,0,0,0.82,0,No,No,No,Yes,No
96,8.0,10,0,1.0,0,No,No,No,Yes,No
11,12.0,0,0,0.48,0,Yes,No,No,Yes,No
19,8.0,9,0,0.68,3,No,No,No,Yes,No
9,12.0,1,0,0.73,0,No,No,No,Yes,No
147,2.0,0,0,0.99,0,No,No,No,Yes,No
0,2.0,0,0,0.1,0,Yes,No,No,Yes,No
12,8.0,0,0,0.9,0,No,No,No,Yes,No
14,,0,0,-99.0,0,Yes,No,No,Yes,No
4,2.0,0,0,0.8,0,No,No,No,Yes,No
7,4.0,0,0,0.22,0,Yes,No,No,Yes,No
1,8.0,0,0,0.87,0,No,No,No,Yes,No
60,4.0,0,0,0.68,0,Yes,No,No,Yes,No
10,10.0,1,0,0.8,0,No,No,No,Yes,No
0,12.0,0,0,0.93,0,No,No,No,Yes,No
73,8.0,5,0,0.0,0,No,No,No,Yes,No
651,4.0,149,0,0.95,0,No,No,No,Yes,No
19,8.0,4,0,0.85,0,No,No,No,Yes,No
60,8.0,18,0,0.98,0,No,No,No,Yes,No
3,9.0,0,0,0.86,0,No,No,No,Yes,No
330,8.0,183,0,1.0,0,No,No,Yes,Yes,No
188,,5,0,-99.0,0,Yes,No,Yes,Yes,No
3,8.0,8,0,0.95,0,No,No,No,Yes,No
386,2.0,422,0,0.87,4,No,No,No,Yes,No
97,8.0,30,10,0.55,0,No,No,No,Yes,No
6,2.0,0,0,1.0,0,Yes,No,No,Yes,No
2,12.0,0,0,0.78,0,No,No,No,Yes,No
1,8.0,1,0,0.99,0,No,No,No,Yes,No
4,9.0,0,0,0.7,0,No,No,No,Yes,No
108,8.0,9,0,0.99,0,No,No,No,Yes,No
184,2.0,65,0,0.96,0,No,No,No,Yes,No
1297,52.0,1,0,0.92,0,Yes,No,No,No,No
18,2.0,40,0,0.83,0,No,No,Yes,Yes,No
1555,8.0,346,0,0.96,0,No,No,No,Yes,No
11,12.0,0,0,0.82,0,No,No,No,Yes,No
3,12.0,2,0,0.78,0,No,No,No,Yes,No
27,8.0,0,0,0.33,0,Yes,No,No,Yes,No
8,8.0,1,0,0.41,0,No,No,No,Yes,No
189,8.0,21,0,0.98,0,No,No,No,Yes,No
12,4.0,0,0,0.86,0,No,No,No,Yes,No
203,12.0,29,0,0.0,0,No,No,No,Yes,No
3,8.0,0,0,0.97,0,No,No,No,Yes,No
2,12.0,0,0,0.57,0,No,No,No,Yes,No
1,8.0,2,0,0.98,0,No,No,No,Yes,No
81,2.0,0,0,0.92,0,No,No,No,Yes,No
22,12.0,0,0,0.48,0,Yes,No,No,Yes,No
52,12.0,8,0,0.94,0,No,No,No,Yes,No
9,12.0,0,0,0.63,0,No,No,No,Yes,No
45,8.0,36,0,0.37,0,No,No,No,Yes,No
0,8.0,0,0,0.97,0,No,No,No,Yes,No
0,8.0,3,0,0.99,0,No,No,No,Yes,No
8,8.0,8,0,1.0,0,Yes,No,No,Yes,No
21,,0,0,-99.0,0,No,No,Yes,No,No
258,2.0,91,0,0.99,0,No,No,Yes,Yes,No
42,8.0,2,0,0.61,0,No,No,No,Yes,No
16,2.0,0,0,0.97,0,No,No,Yes,Yes,No
9,8.0,8,10,0.46,0,No,No,No,Yes,No
87,8.0,0,0,0.98,0,No,No,No,Yes,No
4,8.0,0,0,0.91,0,No,No,No,No,No
2,8.0,0,0,0.37,0,No,No,No,Yes,No
1,9.0,0,0,0.94,0,No,No,No,Yes,No
4425,,51,0,-99.0,0,Yes,No,No,Yes,No
1,8.0,0,0,0.89,0,No,No,No,Yes,No
3434,4.0,415,0,0.98,0,No,No,No,Yes,No
2,9.0,0,0,0.99,0,No,No,No,Yes,No
51,,10,0,-99.0,0,No,No,No,Yes,No
792,8.0,0,0,0.81,0,No,No,Yes,Yes,No
116,,29,0,-99.0,0,No,No,No,No,No
161,8.0,6,0,0.96,0,No,No,No,Yes,No
6,8.0,1,0,0.76,0,No,No,No,Yes,No
23,8.0,0,0,0.99,0,No,No,No,Yes,No
112,12.0,0,0,0.66,0,No,No,No,Yes,No
16,8.0,0,0,0.42,0,No,No,Yes,Yes,No
28,4.0,0,0,0.77,0,No,No,No,Yes,No
2,4.0,0,0,0.73,0,No,No,No,Yes,No
3,,0,0,-99.0,0,No,No,No,Yes,No
1,12.0,3,0,0.93,0,No,No,No,Yes,No
14,4.0,1,0,0.77,0,No,No,No,Yes,No
168,2.0,63,0,0.98,0,No,No,No,Yes,No
0,8.0,2,0,0.83,0,No,No,No,Yes,No
0,9.0,0,0,0.68,0,No,No,Yes,Yes,No
86,8.0,2,0,0.97,0,No,No,No,Yes,No
1,8.0,0,0,0.99,0,No,No,No,Yes,No
1,8.0,0,0,0.82,0,No,No,No,Yes,No
0,9.0,0,0,0.68,0,No,No,Yes,Yes,No
83,11.0,1,0,0.85,0,No,No,No,Yes,No
11205,8.0,9,0,0.97,0,No,No,No,Yes,No
9,8.0,4,0,0.89,0,No,No,No,Yes,No
9,8.0,0,0,0.8,0,No,No,No,Yes,No
305,4.0,54,0,0.73,0,No,No,Yes,Yes,No
29,2.0,11,0,0.53,0,Yes,No,No,Yes,No
73,12.0,26,9,0.46,0,No,No,No,Yes,No
258,9.0,1,0,0.96,0,No,No,No,Yes,No
-53,12.0,335,0,0.78,53,No,No,No,Yes,No
2,4.0,0,0,0.73,0,No,No,No,Yes,No
218,8.0,28,0,1.0,0,No,No,Yes,Yes,No
84,8.0,17,0,1.0,0,No,No,No,Yes,No
5,8.0,0,0,0.76,0,No,No,Yes,Yes,No
13,8.0,4,0,0.8,0,No,No,No,Yes,No
0,8.0,0,0,0.99,0,No,No,Yes,Yes,No
70,8.0,17,0,0.62,0,No,No,No,Yes,No
3,2.0,0,0,0.84,0,No,No,No,Yes,No
1744,8.0,0,0,0.9,0,No,No,No,Yes,No
28,9.0,0,0,0.86,0,No,No,No,Yes,No
91,3.0,40,0,0.99,0,No,No,No,Yes,No
137,8.0,16,0,0.84,0,No,No,No,Yes,No
129,2.0,2,0,0.38,0,No,No,No,Yes,No
20,8.0,0,0,0.98,0,No,No,No,Yes,No
50,8.0,18,0,0.99,0,No,No,No,Yes,No
157,8.0,59,0,0.86,0,No,No,No,Yes,No
54,17.0,0,0,0.0,0,No,No,No,Yes,No
7,8.0,0,0,0.7,0,No,No,No,Yes,No
1,8.0,0,0,0.79,0,No,No,No,Yes,No
32,2.0,0,0,0.99,0,Yes,No,No,Yes,No
12,2.0,3,0,1.0,0,No,No,No,Yes,No
175,2.0,24,0,0.89,0,No,No,No,Yes,No
62,9.0,15,0,0.99,1,No,No,No,Yes,No
13,,0,0,-99.0,0,Yes,No,No,Yes,No
4736,2.0,4,0,1.0,0,No,No,Yes,Yes,No
1,3.0,3,0,0.94,0,No,No,No,Yes,No
3,,0,0,-99.0,0,Yes,No,No,No,No
17,8.0,0,0,0.57,0,No,No,No,Yes,No
27,2.0,0,0,0.44,0,Yes,No,No,Yes,No
3,12.0,0,0,0.78,0,No,No,No,Yes,No
18,8.0,8,0,0.95,0,No,No,No,Yes,No
7,2.0,0,0,0.68,0,No,No,No,Yes,No
0,4.0,0,0,0.73,0,No,No,No,Yes,No
17,4.0,0,0,0.56,0,No,No,No,Yes,No
4,2.0,0,0,0.96,0,No,No,No,Yes,No
3,8.0,0,0,1.0,0,No,No,No,Yes,No
3,8.0,0,0,0.89,0,Yes,No,No,Yes,No
385,8.0,89,0,0.98,0,No,No,No,Yes,No
4,8.0,0,0,1.0,0,No,No,No,Yes,No
1068,52.0,7,0,0.34,0,Yes,No,No,Yes,No
950,12.0,104,0,0.96,0,No,No,No,Yes,No
4,8.0,0,0,0.0,0,No,No,Yes,Yes,No
299,2.0,4,0,0.9,0,No,No,No,Yes,No
23,2.0,0,0,0.83,0,No,No,No,Yes,No
19,8.0,0,0,0.88,0,No,No,Yes,Yes,No
28,9.0,2,0,0.85,0,No,No,Yes,Yes,No
23,0.0,8,0,0.0,0,No,No,No,Yes,No
15,9.0,1,0,0.85,0,No,No,No,Yes,No
3,8.0,0,0,0.9,0,No,No,No,Yes,No
164,8.0,34,0,0.84,0,No,No,No,Yes,No
17,9.0,0,0,0.94,0,No,No,No,Yes,No
